Date,Gold Price VN,Silver Price VN,Silver Price International,RSI Index,Correlation Value
2024-11-07,8050000,1143333.3333333333,32.04,35.2,0.9204284186449988
2024-11-08,8220000,1177500.0,31.31,34.67741935483872,0.895257017186818
2024-11-11,8210000,1155916.6666666665,30.69,28.695652173913032,0.8791237808578618
2024-11-12,8080000,1134333.3333333333,30.72,23.38709677419355,0.8615950297561161
2024-11-13,8050000,1148500.0,30.31,23.015873015873012,0.834855424181848
2024-11-14,8000000,1127333.3333333333,30.44,22.137404580152662,0.8219641901676683
2024-11-15,8030000,1134000.0,30.26,23.88059701492537,0.8119329761518848
2024-11-18,8120000,1138000.0,31.18,28.16901408450704,0.8072216085783478
2024-11-19,8230000,1160000.0,31.21,29.16666666666667,0.805894811820434
2024-11-20,8320000,1159500.0,30.86,34.93150684931507,0.8197944891775606
2024-11-21,8390000,1158666.6666666667,30.79,37.08609271523179,0.8287101972263801
2024-11-22,8520000,1155500.0,31.35,43.67088607594936,0.8247991774511246
2024-11-25,8460000,1149000.0,30.3,42.33128834355828,0.8277581992120053
2024-11-26,8280000,1126750.0,30.44,38.54748603351956,0.8404645035547995
2024-11-27,8300000,1135000.0,30.1,60.68376068376069,0.8573742989757743
2024-11-28,8290000,1109800.0,30.23,53.46534653465347,0.8619016122682545
2024-11-29,8330000,1134250.0,30.62,55.769230769230774,0.8685512316535852
2024-12-02,8280000,1123000.0,30.51,60.416666666666664,0.8655619709954805
2024-12-03,8280000,1141200.0,31.03,62.365591397849464,0.864030526422361
2024-12-04,8300000,1146333.3333333333,31.3,66.66666666666666,0.8646953812363071
2024-12-05,8300000,1150333.3333333333,31.34,65.51724137931035,0.8592356969216511
2024-12-06,8270000,1147666.6666666667,30.97,59.25925925925925,0.8508459783028982
2024-12-09,8230000,1136666.6666666667,31.83,50.0,0.8406694311051242
2024-12-10,8360000,1172200.0,31.9,52.56410256410256,0.8257685722844487
2024-12-11,8460000,1168250.0,31.91,54.320987654320994,0.7963349991085835
2024-12-12,8460000,1176500.0,30.98,45.588235294117645,0.7721717459799083
2024-12-13,8390000,1139000.0,30.56,44.92753623188406,0.7105493899778131
2024-12-16,8260000,1127750.0,30.53,48.4375,0.639293589598439
2024-12-17,8280000,1129875.0,30.53,48.4375,0.5312728696194718
2024-12-18,8260000,1132000.0,29.36,47.692307692307686,0.3709738975554712
2024-12-19,8220000,1093000.0,29.04,41.53846153846155,0.3725072921595966
2024-12-20,8200000,1075333.3333333333,29.51,43.54838709677419,0.41100472919298947
2024-12-23,8250000,1103250.0,29.65,47.76119402985075,0.4216343844112641
2024-12-24,8240000,1104000.0,29.62,45.45454545454545,0.4313827912082719
2024-12-26,8260000,1102500.0,29.82,47.05882352941176,0.4937147807575094
2024-12-27,8280000,1107500.0,29.39,50.74626865671642,0.522238192320342
2024-12-30,8260000,1089000.0,28.96,52.30769230769231,0.5956550444906723
2024-12-31,8230000,1083500.0,28.9,38.18181818181818,0.6760214321170751
2025-01-02,8360000,1094000.0,29.57,41.37931034482759,0.6833248790193163
2025-01-03,8420000,1103500.0,29.62,46.875,0.625109235924572
2025-01-06,8370000,1101250.0,29.94,48.38709677419355,0.5755464401971472
2025-01-07,8390000,1114666.6666666667,30.05,62.745098039215684,0.5257048730831382
2025-01-08,8420000,1120333.3333333335,30.12,63.46153846153846,0.474825540394474
2025-01-09,8450000,1126000.0,30.13,67.9245283018868,0.4573488253692452
2025-01-10,8470000,1133000.0,30.41,74.50980392156862,0.4575010781730588
2025-01-13,8460000,1134000.0,29.62,76.0,0.4545184503492919
2025-01-14,8440000,1117000.0,29.91,70.2127659574468,0.4304488938302686
2025-01-15,8440000,1124750.0,30.67,71.73913043478261,0.4242606344448154
2025-01-16,8500000,1146000.0,30.82,74.0,0.46936379501747366
2025-01-17,8510000,1144500.0,30.36,73.46938775510205,0.5097443986404239
2025-01-20,8470000,1134000.0,30.54,70.58823529411765,0.5440320867257886
2025-01-21,8550000,1141333.3333333333,30.84,78.57142857142857,0.5977252511678636
2025-01-22,8580000,1153000.0,30.82,73.91304347826087,0.666119315030374
2025-01-23,8620000,1145000.0,30.44,72.72727272727273,0.7259014153316932
2025-01-24,8640000,1152000.0,30.6,82.92682926829269,0.7524190691267469
2025-01-27,8630000,1153555.5555555555,30.21,80.0,0.8083361110417205
2025-01-28,8630000,1155111.111111111,30.4,78.37837837837839,0.8345479376168551
2025-01-29,8630000,1156666.6666666665,30.84,76.47058823529412,0.8728557368882384
2025-01-30,8630000,1158222.2222222222,31.65,75.0,0.9067739848685394
2025-01-31,8630000,1159777.7777777778,31.32,77.41935483870968,0.9490723947616909
2025-02-03,8780000,1161333.3333333333,31.58,88.63636363636364,0.9421477184552739
2025-02-04,8760000,1175500.0,32.14,84.78260869565217,0.9440128154549787
2025-02-05,8800000,1200200.0,32.31,84.0909090909091,0.9477653516787972
2025-02-06,8650000,1199750.0,32.22,62.06896551724138,0.9259393578629396
2025-02-07,8680000,1190000.0,31.81,68.42105263157895,0.922908335103735
2025-02-10,8830000,1201400.0,32.05,71.875,0.9336517877277563
2025-02-11,8820000,1193333.3333333333,31.82,69.35483870967742,0.9321037671598242
2025-02-12,8670000,1195000.0,32.23,53.424657534246585,0.9127071844019514
2025-02-13,8770000,1218500.0,32.34,58.02469135802469,0.9036421860854371
2025-02-14,8830000,1232400.0,32.15,61.627906976744185,0.904695662905905
2025-02-17,8820000,1210125.0,32.4,60.91954022988505,0.9023500435717081
2025-02-18,8870000,1214142.857142857,32.89,63.04347826086957,0.9031477622040718
2025-02-19,8970000,1226166.6666666667,32.7,66.66666666666666,0.9063095920213755
2025-02-20,9010000,1232000.0,32.95,67.9245283018868,0.9104392688497406
2025-02-21,8950000,1229000.0,32.46,58.76288659793814,0.9142246442766222
2025-02-24,9000000,1223500.0,32.35,62.0,0.9125493113009698
2025-02-25,9010000,1220750.0,31.74,60.82474226804124,0.9039953915031362
2025-02-26,8930000,1194714.2857142857,31.86,65.55555555555556,0.882701215591238
2025-02-27,8920000,1196769.2307692308,31.26,63.63636363636363,0.8703756588729259
2025-02-28,8880000,1179666.6666666667,31.15,53.246753246753244,0.8456584169104026
2025-03-03,8930000,1182166.6666666667,31.69,56.79012345679012,0.8012507881426136
2025-03-04,9070000,1196454.5454545454,31.99,75.0,0.745659236899324
2025-03-05,9090000,1205200.0,32.66,72.22222222222223,0.7106896744826979
2025-03-06,9070000,1220000.0,32.64,67.64705882352942,0.7007982451085306
2025-03-07,9090000,1218666.6666666667,32.53,69.56521739130434,0.6889967260531003
2025-03-10,9110000,1218000.0,32.11,68.18181818181819,0.6692614802317197
2025-03-11,9100000,1208454.5454545454,32.95,61.40350877192982,0.6287376201359542
2025-03-12,9200000,1230000.0,33.23,65.07936507936509,0.6152213626367963
2025-03-13,9300000,1241000.0,33.86,76.11940298507463,0.6190465394989154
2025-03-14,9450000,1266800.0,33.8,79.22077922077922,0.6743224785693086
2025-03-17,9480000,1270000.0,33.86,79.74683544303798,0.7464474469237026
2025-03-18,9670000,1276250.0,34.01,91.11111111111111,0.7996518748486716
2025-03-19,9800000,1274666.6666666667,33.79,93.13725490196079,0.8312881558162499
2025-03-20,9800000,1262400.0,33.58,96.93877551020408,0.8401426623098314
2025-03-21,9490000,1254250.0,33.03,72.58064516129032,0.8402745703408426
2025-03-24,9510000,1261000.0,33.02,69.64285714285714,0.8459102443458526
2025-03-25,9590000,1263500.0,33.73,71.1864406779661,0.8501392382242999
2025-03-26,9670000,1279800.0,33.64,74.19354838709677,0.8571414451587194
2025-03-27,9740000,1289800.0,34.41,75.1937984496124,0.8813915635167622
2025-03-28,9830000,1312666.6666666667,34.13,76.47058823529412,0.9134754930283523
2025-03-31,9920000,1314285.7142857143,34.09,78.47222222222221,0.9265639891959335
2025-04-01,9940000,1306333.3333333333,33.69,77.20588235294117,0.9367386379155944
2025-04-02,9870000,1294000.0,33.89,71.42857142857143,0.944812449694941
2025-04-03,9900000,1284454.5454545454,31.86,68.59504132231405,0.9498582772796447
2025-04-04,9860000,1227142.857142857,29.59,65.57377049180329,0.90866947326031
2025-04-07,9730000,1192666.6666666667,30.08,52.58620689655173,0.837395182185025
2025-04-08,9770000,1179000.0,29.81,48.598130841121495,0.7457867453404426
2025-04-09,9890000,1183400.0,31.02,53.781512605042025,0.633740303009373
2025-04-10,10000000,1204500.0,31.22,75.75757575757575,0.5403277266617399
2025-04-11,10200000,1202833.3333333333,32.31,79.48717948717949,0.391040274597881
2025-04-14,10400000,1226000.0,32.35,81.3953488372093,0.2594389028768803
2025-04-15,10480000,1239500.0,32.32,81.3953488372093,0.17479344112734024
2025-04-16,11100000,1248384.6153846155,32.76,86.95652173913044,0.10168031949405272
2025-04-17,11450000,1245000.0,32.52,88.57142857142857,0.04104878459393921
2025-04-21,11550000,1258500.0,32.68,88.62559241706161,0.022745757249326176
2025-04-22,12000000,1253000.0,32.5,90.55118110236221,-0.011718154446312603
2025-04-23,11650000,1260000.0,33.57,81.56028368794327,-0.048899640675593735
2025-04-24,11800000,1284857.142857143,33.58,82.31292517006803,-0.01040146590442067
2025-04-25,11750000,1288666.6666666667,33.1,82.03389830508475,0.03287323284230549
2025-04-28,11700000,1265000.0,33.16,84.32055749128921,0.05417440828636327
2025-04-29,11830000,1273142.857142857,32.94,84.79729729729729,0.0908587014163304
2025-04-30,11830000,1264000.0,32.62,84.15492957746478,0.11506589284875615
2025-05-01,11830000,1239800.0,32.42,83.51648351648352,0.1039089783274132
2025-05-02,11830000,1251250.0,32.01,82.21343873517787,0.1027385284503275
2025-05-05,11680000,1237000.0,32.49,75.80645161290323,0.08399510463650219
2025-05-06,11980000,1260200.0,33.22,77.77777777777777,0.099368444697901
2025-05-07,11870000,1258200.0,32.46,67.57990867579909,0.11573440474223716
2025-05-08,11750000,1252333.3333333333,32.47,57.6530612244898,0.1495313550636242
2025-05-09,11770000,1247600.0,32.73,55.85106382978723,0.19804754962429566
2025-05-12,11620000,1246500.0,32.6,37.9746835443038,0.29443533987809306
2025-05-13,11750000,1260625.0,32.91,53.676470588235304,0.4252617898840171
2025-05-14,11700000,1259000.0,32.23,46.03174603174603,0.5694953846610541
2025-05-15,11450000,1226750.0,32.64,39.726027397260275,0.7063996584231784
2025-05-16,11500000,1240500.0,32.3,43.15068493150685,0.8555417188258961
2025-05-19,11500000,1242250.0,32.36,37.59398496240601,0.8748895958069675
2025-05-20,11630000,1242600.0,33.09,43.15068493150685,0.8527130940097736
2025-05-21,11800000,1267250.0,33.39,49.079754601226995,0.8143472104603323
2025-05-22,11780000,1271666.6666666667,33.06,48.484848484848484,0.7509820316507054
2025-05-23,11750000,1271000.0,33.48,52.287581699346404,0.6775802059638245
2025-05-26,11600000,1274000.0,33.49,36.23188405797102,0.5209035188232352
2025-05-27,11530000,1268875.0,33.26,37.3134328358209,0.3904359181946734
2025-05-28,11570000,1269500.0,32.97,42.857142857142854,0.3310817224861051
2025-05-29,11450000,1266666.6666666667,33.32,38.23529411764706,0.27574340842041223
2025-05-30,11550000,1267750.0,32.99,47.32824427480916,0.2093094146762782
2025-06-02,11530000,1273833.3333333333,34.76,40.833333333333336,0.16324237849591544
2025-06-03,11440000,1309166.6666666667,34.52,39.516129032258064,0.004314800941021296
2025-06-04,11440000,1302250.0,34.5,49.494949494949495,-0.11409539352281958
2025-06-05,11490000,1314454.5454545454,35.66,49.494949494949495,-0.2347264117340561
2025-06-06,11500000,1343222.2222222222,35.98,50.0,-0.3247469232767417
2025-06-09,11500000,1353000.0,36.76,42.5287356321839,-0.36599568127121856
2025-06-10,11580000,1383333.3333333333,36.53,35.8974358974359,-0.3534334403390495
2025-06-11,11600000,1396909.0909090908,36.25,38.46153846153846,-0.32108260996941995
2025-06-12,11630000,1388200.0,36.36,42.30769230769231,-0.26227902270050335
2025-06-13,11700000,1397357.142857143,36.31,57.142857142857146,-0.17351348064066247
2025-06-16,11700000,1397444.4444444445,36.32,63.492063492063494,-0.11069904731653597
2025-06-17,11700000,1405900.0,37.13,61.016949152542374,-0.012628487823352956
2025-06-18,11700000,1428222.2222222222,36.75,76.59574468085107,0.09627016867907645
2025-06-19,11680000,1408727.2727272727,36.4,66.66666666666666,0.16825609489799545
2025-06-20,11670000,1384888.888888889,36.01,68.42105263157895,0.24858243430039673
2025-06-23,11700000,1393400.0,36.11,90.625,0.28649867643756427
2025-06-24,11700000,1393000.0,35.92,90.625,0.36598167630875494
2025-06-25,11680000,1386000.0,36.26,82.75862068965517,0.423205749490975
2025-06-26,11720000,1409200.0,36.65,84.375,0.4033309764351669
2025-06-27,11720000,1398230.7692307692,35.99,84.375,0.39211464669568563
2025-06-30,11680000,1392000.0,36.11,67.85714285714286,0.3640662777268417
2025-07-01,11810000,1389923.076923077,36.03,76.92307692307692,0.40652903189949935
2025-07-02,11810000,1379555.5555555555,36.56,75.0,0.5234225055189197
2025-07-03,11860000,1402625.0,36.85,73.52941176470588,0.6401406608987529
2025-07-04,11820000,1403727.2727272727,36.93,65.78947368421052,0.7431337190546008
2025-07-07,11780000,1394700.0,36.77,59.523809523809526,0.7636404948315872
2025-07-08,11830000,1399400.0,36.76,63.829787234042556,0.759560104612571
2025-07-09,11790000,1392727.2727272727,36.38,61.224489795918366,0.7741673898405494
2025-07-10,11810000,1391500.0,36.56,64.0,0.7409177213724485
